SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P12,S03,27174937526,1,N,계속 밝은색으로 염색을 하고있어서 구입했어요2번써봤는데머리가 차분해지는것같아요괜찮음,샴푸만으로도 머리가 많이 부드러워졌어요,딱 이 상품이 그렇다는 것이 아니라 컨디셔너는 부드러움때문에 쓰는것 같구 어떠한 기능성은 잘모르겠어요,미용실에서 추천해줘서 주문했는데 트리트먼트는 기름져서 사용안하고 컨디셔너 쓰는 사람은 절대 후회안할듯요,샴푸 바꾼지 이틀밖에 안되서 아직 어떤지 모르겠음,,,,,
N,P06,S28,83485940089,0,P,웜톤,팔레트,색이,레오제이,색상,10.75,10.12,9.07,7.73,7.14
N,P06,S28,83485940089,1,P,색감이 너무 예뻐요   케이스도 예쁘구 브러쉬랑 팩도 증정해줘서 좋아요,눈이 안부어보이는 코랄색이라 잘쓰고 있고  섀도우 발림성과 지속력이 전체적으로 괜찮았구요,좋아요,웜톤으로써 아주 좋은 팔레트가 나와서 바로 구매했어요,구매하는데 만족합니다,,,,,
N,P06,S28,83485940089,0,N,발색,생각보다,웜톤,가루,있어요,3.13,2.5,2.46,2.36,1.91
N,P06,S28,83485940089,1,N,23호 가을뮤트톤인데 저한테는 너무 티가 안나게 발려서 기존 팔레트랑 섞어야 할 것 같고 가루날림이 제가 써본 섀도우 중 제일 심합니다,무난한 섀도우만 선호하는데 너무 조아요,쌍커플 라인에 끼지도 않고 최곱니다,웜톤 찰떡이예요,눈이 돌출형이고 큰데 항상 아이섀도우 쓰면부어 보이고 매번 실패했어요,,,,,
N,P07,S01,83481467983,0,P,자외선,차단,미백,,,2.57,1.35,0.99,,
N,P07,S01,83481467983,1,P,SPF50  PA 의 높은 자외선 차단효과가 좋고요 여기에 미백과 주름개선의 3중 효과를 한번에 느낄수가있네요,부드러워요비비크림보다 물광효과도 크고 가격은 저렴한데 피부가 들뜨지않아서 좋아요,미백  주름  자외선 3중 멀티 씨씨크림이라 후다닥 바르기 좋아요자연스럽게 피부톤에 맞춰 주고 지속력도 좋네요,자외선 차단지수가 높아 썬크림 대신 요거 하나 바르고 다니고있어요,맨날 팩트만 쓰다가 어느순간부터 피부가 뒤집어지는느낌이라 친구 추천으로 샀는데 저한테도 잘 맞네요,,,,,
N,P10,S02,10829344089,0,P,순하고,있어요,촉촉,만족,좋습니다,6.73,5.41,5.0,4.87,4.68
N,P10,S02,10829344089,1,P,보내주신 샘플도 유용하게 여행이나 출장갓을때 쓸수있을거같아요,가격은 좀 비싸지만 아기 피부가 알러지성이라 써보고 진정되는 효과 좋으면 재구매할게요,병원에서 보구 샀어요,촉촉하고 좋아요,알레르기가 심해서 샀는데 병원보다 저렴해서좋아요,,,,,
N,P10,S02,10829344089,0,N,순하고,촉촉하고,아토피,없어요,병원에서,4.92,2.02,1.66,1.51,1.4
N,P10,S02,10829344089,1,N,아주 만족하게 사용하고 있습니다,순하고 트러블없고 좋아요,믿고쓰는 로션 곧 해외 나갈 예정인데 가득 사서 가져갈라구요,항상쓰는제품 순하고 좋아요,그런데 제품 박스 외부에 원래 스티커가 붙어있는 걸로 기억하는데 없고 박스 입구부분이 찌그러져 있어서 누가 열어봤나 괜한 의심이 드네요,,,,,
N,P06,S27,12074691418,0,P,클리오,만족,발색,그리기,색상도,5.2,4.69,4.39,3.6,3.44
N,P06,S27,12074691418,1,P,완전 좋네요,발색도 좋고 그리기도 편해요,실로 잘그려지고 만족입니다,아주 좋아요,계속 사용하던 제품입니다,,,,,
N,P06,S27,12074691418,0,N,발색이,사용하,생각보다,싸게,아쉬워요,1.94,1.64,1.48,1.19,1.14
N,P06,S27,12074691418,1,N,눈썹 그리기 넘 편해요,그동안 비싼 것만 썼었는데 저렴한데 품질도 만족스러워요,그렇게 잘 매끄럽게 그려지는줄은 색상도 애매해요,번져요,그리기도 똥손 제가 만족합니다,,,,,
N,P07,S01,12540604482,0,P,커버,좋습니다,만족,바닐라코,발림성,5.98,3.91,3.77,2.92,2.69
N,P07,S01,12540604482,1,P,늘 사용하는 제품이예요두개 사서 쟁여놓으니 든든하네요이거 바르면 훨씬 피부결도 좋아보이고 화장이 매끄럽게 되는거 같거든요,상품도 좋습니다,좋은거같아요,선크림대용으로 쓰러고산건데 생각보다 발색이 있네요,예전에 다른 파운데이션 쓸때에는 뭔가 답답하고 간지럽고 빨리 지우고 싶은생각이 강했는데 이걸 쓰니깐 너무 가볍고 마스크 쓴 거같은 느낌이아니라 커버력은 적당히 좋으면서 가벼운 느낌이라 애정하는 템입니다,,,,,
N,P07,S01,12540604482,0,N,커버,씨씨,적당,화사,유분,4.19,1.66,1.05,0.92,0.65
N,P07,S01,12540604482,1,N,음 그렇게 만족스럽진 않아요,배송빨르네요,별로예요,발림성지속성밀착성 모두 저랑 잘 맞아요,그냥 기봌 씨씨만 쓰다가 이번에 한번 바꿔보려고 샀어요바닐라코 믿지요,,,,,
N,P10,S29,21646284131,0,P,저렴하게,가성비,촉촉하고,만족,가격,6.79,4.71,4.3,4.29,4.01
N,P10,S29,21646284131,1,P,계속쓰던제품이고 가족들 건성복합성 다 함께쓸수잇어더좋습니다,예전에 쓰던거라서 또 구매했어요,가성비짱이예요,감사합니다,꼼꼼한 포장도 좋아요,,,,,
N,P10,S29,21646284131,0,N,만족합니다,촉촉해요,향이,아이크림,저렴,3.91,2.15,2.04,1.55,1.45
N,P10,S29,21646284131,1,N,다른 라인 무난히 잘써서 최신제품 사봤어요,이것만 바르면 눈뭉이나고 눈이따가워요위에 살색테이프를 붙인다거나 별짓 다해봣는데 저한테는 안맞는듯 하네요,가격대비 만족합니다워낙 유명세가 있는 제품이라 신뢰가 갑니다배송도 빠르네요,불안해서 쟁여놔용,엄청 차갑습니다 가격은 저렴히 잘 산 것 같아요,,,,,
N,P08,S13,14886751850,0,P,발이,효과,바르고,각질,저렴하게,9.9,8.05,5.56,4.78,4.78
N,P08,S13,14886751850,1,P,휘뚜루마뚜루 바르기 좋아요,지인추천으로 발크림을 사용해보고 너무좋아서  계속구매하고있어요,잘 구매했습니다,발라보니 촉촉해요,뽁뽁이두없고 상자는 커서 다찌그러져오고 혹 깨지거나 샜을까봐 걱정하며 열었더니 다행이 그런건없지만 포장에 더 신경써 보내주시길바래요 이번엔 안깨졌지만 담에두 그러지말란법은 없으니까요,,,,,
N,P08,S13,14886751850,0,N,발이,촉촉,각질,바르면,효과,8.57,2.35,2.34,1.96,1.79
N,P08,S13,14886751850,1,N,부들부들,손발이 매우건조한 타입인데발은손보다 관리가 더힘들어 아직 마음에드는 풋크림을 못찾았어요,가성비 이만한게 없어요,엄마가 주문해달라고 하셔서 주문했는데뭘 발라도 안되던 각질이 하루만에 쏙 들어갔어요,좋아요,,,,,
N,P07,S01,12125849956,0,P,좋습니다,저렴하게,만족,발림성,커버,6.36,5.44,5.12,3.92,3.38
N,P07,S01,12125849956,1,P,헤라라면 어떤제품이든 믿고쓰게 되는거 같아요,배송도 빠르고 제품도 늘 만족하며 사용중입니다,헤라옴므 cc 내추럴베이지 썼었는데 단종이 되서 위 상품 구매했습니다,좋아요,발림성 좋고 얇아요,,,,,
N,P07,S01,12125849956,0,N,배송도,써보고,커버력이,가격,발림성,2.95,1.87,1.65,1.52,1.35
N,P07,S01,12125849956,1,N,판매자님  리뉴얼이 됐다고 공지좀 쓰시죠  왜 아모레핑계를  나는 줄곧 같은 제품인줄 게다가 본인들은 리뉴얼 공지할 의무가 없다고  그래요 내가 잘못했네요,배송도 빠르네요,한번써보고 너무 좋아서 계속 이것만 써요,엄마가 늘 사용하시는 제품인데 급히 필요해서 주문해드렸어요,늘쓰던거라 구입했어요,,,,,
N,P11,S38,22214792443,0,P,모공,만족,좋습니다,효과,있어요,7.99,5.4,4.97,4.96,4.87
N,P11,S38,22214792443,1,P,세수엄청꼼꼼히하는데 두번세번하거든요그래도 이걸로닦으면 누런게닦여요꼭마무리해요,모공패드가 좋다길래 샵링크통해서 구매하게되었어요,모효과는 없는데 수분에 좋다고 하더근요,사용후 좋은 후기 작성할 수 있음,처음써보는데 시원하네요,,,,,
N,P11,S38,22214792443,0,N,피부가,모공,피지가,효과는,좋아,2.86,2.83,2.1,1.99,1.5
N,P11,S38,22214792443,1,N,무슨 일인지 저처럼 제로모공패드 20 주문하고 마일드로 받으신 분들이 몇몇 계시네요,모공이 깨끗해지는것같아요앞으로도 쭉 사용할꺼여요,조금 자극은있었지만 제피부가예민하기도합니다각질은확실히 없어지는것같아요쉽게각질정돈할수있어요,솜이 앞뒤가 다 너무 부드러워서 각질제거는 잘되는지는 모르겠어요,늘쓰는거라  좋아서 선물로 보냈어요,,,,,
N,P10,S23,23344384491,0,P,촉촉,있어요,만족,당근,자극,12.41,8.33,5.54,5.21,4.14
N,P10,S23,23344384491,1,P,사실 첨에 이 제품 좋다해서 사본건데 후기들대로 반 갈라서 스킨팩으로 썼을때에는 분명 좋긴한데 와 좋다,벌써 한달이 되었다니 원래 애정템이라 세일 소식 너무 반가웠고 꾸준히 잘 쓰고 있어요,시원하게 사용하려고 냉장고에 넣고 쓰는데 너무 편하고 좋습니다,향도 은은한게 고급스럽고 패드가 두꺼워 팩하기도 너무 좋아요,대신 피부 뒤집히기 전에 사용했을 땐 촉촉하고 자극 전혀 없어서 좋았어요,,,,,
N,P10,S23,23344384491,0,N,촉촉,얼굴에,순하고,올려,있어요,4.89,3.79,2.61,2.36,2.21
N,P10,S23,23344384491,1,N,손으로 꺼낼땐 가끔 붙어서 떨어지기도하는데 그걸 만져서 떼기도 힘들뿐더러 워낙 솜이 두꺼워서 어디부터 어디까지가 1개인지 구별도 어렵거든요,몇개 더 살껄 너무 아쉬워요,가을이 오고 나서 닦토를 안 하고 점성 있는 토너를 바르다 보니 어느 순간부터 피부가 너무 거칠어져 있더라고요 평소에 닦토나 패드를 좋아하는 사람으로서 좋아하는 유튜버께서 쓰신 게 생각이 났어요,칭찬을 너무 많이들었는지 기대가 컸나봐요 트러블을 나게하진않지만 딱히 진정시키지도 않는것같아요,촉촉하고 얼굴에 흡수 금방되고 흡수 후 마무리가 쫀쫀합니다,,,,,
N,P04,S43,23344384491,0,P,촉촉,있어요,당근,만족,재구매,26.89,13.45,11.75,10.36,8.87
N,P04,S43,23344384491,1,P,아주 좋아요,재구매예정입니다,스킨푸드 당근패드는 워낙 유명템이라 믿고 샀어요,너무 촉촉해서 공병템 되버렸어요,좋아요,,,,,
N,P04,S43,23344384491,0,N,촉촉,트러블,있어요,얼굴에,당근,8.12,5.25,4.93,4.65,3.88
N,P04,S43,23344384491,1,N,당근 패드 눈에 띄는 장점들만 나열해보자면1 패드 굵기 넘사패드가 기본적으로 굵어서 나눠쓰면 보다 더 오래쓸 수 있어요,당근 패드는 워낙 에센스를 잘 머금고 있어서 닦는다기 보다 바른다는 느낌이에요,쟁여 두려고 산거에요,당근패드없이 못살아요,촉촉해요,,,,,
N,P11,S37,6633584197,0,P,지워,자극,저렴하게,눈에,순하고,6.76,5.27,5.2,3.95,3.9
N,P11,S37,6633584197,1,P,눈 시림도 없고 잘 지워집니다,잘지워지면서 따갑지도 않네요,폰즈 아니면 안써요 어쩌다 친구거 빌려 다릉제품쓸때 확느껴요,잘 지워짐,한통 써보고 좋아서 재구매합니다,,,,,
N,P11,S37,6633584197,0,N,순하고,눈에,리무버,지워,폰즈,7.0,4.19,3.33,2.98,2.4
N,P11,S37,6633584197,1,N,순하고 잘 지워지는데가격도 정말 착합니다,잘 지워지고 눈이 하나도 안아픕니다,전 최소 10병째,한번에 싹 닦이는건 아니지만 순하고 트러블 없네요,폰즈 벌써 4통째 쓰는중 제가 써본 것들 중에서 눈에 들어가도 안따가운 유일한 리무버,,,,,
N,P12,S16,83440663737,0,P,효과가,만족합니다,감사합니다,기대하고,조금씩,3.24,2.42,2.07,1.89,1.65
N,P12,S16,83440663737,1,P,처음,박하향  세정력은 괜찮은데 머릿결 좋아지는 건 잘 모르겠어요,처음에 제대로 안 헹궈서 그런지 수건에 묻어나는 색감때문에 놀랬지만 세탁해서 지워지거라구요,다만 케이스 용기는 큰데 넘 가벼워서 놀랐어요비싼만큼 효과가 있겠죠,세정력도 뛰어나고거품도 많이나고 좋아요,,,,,
N,P12,S16,83440663737,0,N,거품,써봐,모르겠,갈색,염색,1.74,1.47,1.44,1.18,0.94
N,P12,S16,83440663737,1,N,신뢰를갖고사용하는데 아직 잘 모르겠어요,두번밖에 안썼는데 벌써부터 흰새치머리카락이 약한 갈색을 띄우네요머리카락도 많이 빠지지않고다른분들도 언릉 사셔서 써보세요,10일 더 써봐야하나,사용한지는 며칠안되서 잘모르겠지만 일반샴푸보다 세정력도 좋고 머리결도 좋아요,3개월정도 쓰면 갈색으로 염색되더라구요,,,,,
N,P07,S01,23878895523,0,P,자연스럽게,바르고,발림성,선크,커버력,2.02,1.83,1.13,1.0,0.98
N,P07,S01,23878895523,1,P,커버력이 많거나 그렇진않은데 가볍게 사용하기좋습니다,피부톤도 자연스럽게 환해지면서 은근 커버도 되는것같고 무엇보다 뜨지않아서 수정도 안해도되니까 진짜 좋아용 요거 바르고 눈썹 그리고 립 바르면 화장끝이에요,제 피부색하고 잘 맞아서 피부가 좋아보이는 효과까지 만족합니다,촉촉하고 부드러워서 발림성이 넘 좋아요겨울철에도 자외선이 심해서 선크림을 항상 잘 발라야한다는데 데일리로 바르기 아주 딱이네요바르니까 얼굴에 블러처리한것처럼 뭔가 살짝 뽀샤시 해줘서 좋아요넘 만족합니다,19호 정도인데 귀찮아서 다른 톤업크림이랑 섞어바르려고여 발림성은 로션처럼 촉촉해서 좋아요,,,,,
N,P07,S01,23878895523,0,N,추천,,,,,1.0,,,,
N,P07,S01,23878895523,1,N,홈쇼핑에서 구경하다가 먼저 하나만써보고 싶어 구매했는데 마음에 드네요,근데 일처리가 늦네요1 물품 오배송   내가 직접전화함 2 반품 보내라고해서 착불로보내줌3 물건은 다시 보내준다고함4 5일 넘게 기다림    그 흔한 안내문자 한통 없음,지인 추천으로 여드름을 가리고 피부의 노화를 방지해줄 베이지색 크림을 추천 받아보았습니다,,,,,,,
N,P07,S01,26963088523,0,P,배송도,감사합니다,만족,좋습니다,써보고,1.95,1.47,1.36,1.21,1.19
N,P07,S01,26963088523,1,P,정말 좋네요,가격도 착하고 당김없이 촉촉하고 피부가편안했어요,샘플써보고 좋아서 바로 주문했어요,좋다고 소개받아서 구매했는데 발림성도 좋고 착착 붙는게 좋아요,좋아요,,,,,
N,P07,S01,26963088523,0,N,마스크에,피부에,,,,1.31,0.94,,,
N,P07,S01,26963088523,1,N,바꿔보고싶어서 주문했어요,상품은 좋은 앞전에구입한게 너무좋아어 사놓으려고 또 근입했는데 앞전꺼는 23년까지인데 이적 21년까지라비추입니다,광고보고 구매해서 처음써봤는데 괜찮은것같아요근데 썬기능도같이있었음더좋았을듯하네요,내피부엔 그저 그러네요,제가 써보지는 않아서 어떤지는 잘 모르겟네요빠른배송 저렴한가격 감사해요,,,,,
N,P04,S09,20191252834,0,P,피부가,효과,만족,있어요,각질,6.84,2.49,2.32,2.31,2.03
N,P04,S09,20191252834,1,P,차앤박에서 피부스케리우받는것과 비교해서 가격대비 만족 스러워요,싸게 필요한것만 잘 샀어여,늘  잘쓰고 있어요,좋은거같아요,피부가 엄청민감한편인데 자극없이 케어효과가 바로 알수있어 정말 좋은거 같습니다,,,,,
N,P04,S09,20191252834,0,N,피부가,홈쇼핑,효과는,모르겠어요,따끔,3.3,1.72,1.62,1.51,1.41
N,P04,S09,20191252834,1,N,눈에띄는 효과는 모르겠어요,인터파크에서 샀는데 홈앤쇼핑 박스 그것도 누가 배송 받은 박스에 넣어서 주셨네요,없으면안되는제품 몇년째꾸준히쓰고있네요,홈쇼핑보고  호기심에 4주한세트 삿는뎅하고 나면 건조함이 잇긴하네용 일시적이긴한나 톤이 밝아지긴해용 저는 각질이 많아서엿는지 따끔거림이 좀잇더라구요,자주 이용하는 제품이에요,,,,,
N,P07,S41,27104974525,0,P,들어요,좋습니다,커버,품질이,팩트,26.91,13.0,10.39,10.38,9.0
N,P07,S41,27104974525,1,P,마음에 들어요커버력은 기대치 만큼은 아니네요다른 부분에선 좋아요잘구입한것같아요,추천합니다23호 어두운피부에 완전 내츄럴각인생템 정착,마음에 들어요팩트가 물르지않고 아주알차고 색상 발림성도 개안아요,상품 품질이 좋습니다,추천합니다타사제품 쓰고있는데 비해 클리오는발림성도 좋고 커버력도 좋고너무좋아요대박나세요,,,,,
